FORMATTED_ID	Series	SMILES	H3D Batch Number	Enzyme	MOD	IC50	Substrate 1	Substrate 1 Concentration	Substrate 2	Substrate 2 Concentration	RESULT_DATE	COMPLETED_DATE
H3D-000352	SFK52	CC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-000352-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-000352	SFK52	CC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-000352-02	PvPI4KB		0.000598	ATP	10	PI	110	2021/05/31	2022/02/18
H3D-000352	SFK52	CC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-000352-02	PvPI4KB		0.000992	ATP	10	PI	110	2022/04/12	2022/04/20
H3D-000358	SFK52	CN1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	H3D-000358-02	PvPI4KB		0.0017	ATP	10	PI	110	2019/10/16	2021/11/08
H3D-000358	SFK52	CN1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	H3D-000358-02	PvPI4KB		0.00168	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000358	SFK52	CN1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	H3D-000358-02	PvPI4KB		0.00175	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000359	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)NC1CC1	H3D-000359-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-000359	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)NC1CC1	H3D-000359-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-000369	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)NS(=O)(=O)C1CC1	H3D-000369-02	PvPI4KB		0.00149	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-000369	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)NS(=O)(=O)C1CC1	H3D-000369-02	PvPI4KB		0.000142	ATP	10	PI	110	2022/11/07	2022/11/07
H3D-000371	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCNCC1	H3D-000371-03	PvPI4KB		0.000478	ATP	10	PI	110	2021/12/03	2021/12/07
H3D-000371	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCNCC1	H3D-000371-03	PvPI4KB		0.00024	ATP	10	PI	110	2021/12/08	2021/12/09
H3D-000373	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCCCC1	H3D-000373-02	PvPI4KB		0.0011	ATP	10	PI	110	2019/10/16	2021/11/08
H3D-000373	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCCCC1	H3D-000373-02	PvPI4KB		0.000287	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000373	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCCCC1	H3D-000373-02	PvPI4KB		0.00019	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000410	SFK52	COc1ccc(cc1OC)-c1cnc2ccc(nn12)-c1cccnc1	H3D-000410-02	PvPI4KB		0.000963	ATP	10	PI	110	2021/11/30	2021/11/30
H3D-000410	SFK52	COc1ccc(cc1OC)-c1cnc2ccc(nn12)-c1cccnc1	H3D-000410-02	PvPI4KB		0.000462	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-000433	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000433-02	PvPI4KB		0.00201	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000433	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000433-02	PvPI4KB		0.0021	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000448	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)NCCO	H3D-000448-02	PvPI4KB		0.00146	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-000448	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)NCCO	H3D-000448-02	PvPI4KB		0.00116	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-000452	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000452-02	PvPI4KB		0.0351	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-000452	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000452-02	PvPI4KB		0.0223	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-000452	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000452-02	PvPI4KB		0.0475	ATP	10	PI	110	2023/04/06	2023/04/26
H3D-000452	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	H3D-000452-02	PvPI4KB		0.0454	ATP	10	PI	110	2023/04/06	2023/04/18
H3D-000454	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N	H3D-000454-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-000454	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N	H3D-000454-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-000606	SFK52	CS(=O)(=O)c1ccc(cn1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-000606-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-000607	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(nc12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-000607-05	PvPI4KB		0.000282	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000607	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(nc12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-000607-05	PvPI4KB		0.000241	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-000853	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cncc(c1)N	H3D-000853-02	PvPI4KB		0.00107	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-000853	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cncc(c1)N	H3D-000853-02	PvPI4KB		0.00137	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-001111	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(cc12)-c1cccc(c1)S(=O)(=O)C	H3D-001111-03	PvPI4KB		0.000385	ATP	10	PI	110	2021/11/30	2021/11/30
H3D-001111	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(cc12)-c1cccc(c1)S(=O)(=O)C	H3D-001111-03	PvPI4KB		0.000612	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-001911	SFK40	COc1cc(ccc1O)-c1cc(cnc1N)-c1ccc(cc1)S(=O)(=O)C	H3D-001911-01	PvPI4KB		0.00103	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-001911	SFK40	COc1cc(ccc1O)-c1cc(cnc1N)-c1ccc(cc1)S(=O)(=O)C	H3D-001911-01	PvPI4KB		0.00184	ATP	10	PI	110	2020/12/15	2021/07/22
H3D-001936	SFK40	COc1ccc(cn1)-c1cc(cnc1N)-c1ccc(cc1)S(=O)(=O)C	H3D-001936-03	PvPI4KB		0.000885	ATP	10	PI	110	2021/07/08	2021/07/10
H3D-002013	SFK40	COc1ccc(cn1)-c1cc(cnc1N)-c1ccc(cc1)C(=O)N1CCOCC1	H3D-002013-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/08/11	2022/08/16
H3D-002013	SFK40	COc1ccc(cn1)-c1cc(cnc1N)-c1ccc(cc1)C(=O)N1CCOCC1	H3D-002013-02	PvPI4KB		0.00357	ATP	10	PI	110	2022/08/16	2022/08/17
H3D-002027	SFK40	NC(=O)c1ccc(cc1)-c1nc(cnc1N)-c1ccc(cc1)C#N	H3D-002027-02	PvPI4KB		0.00305	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-002027	SFK40	NC(=O)c1ccc(cc1)-c1nc(cnc1N)-c1ccc(cc1)C#N	H3D-002027-02	PvPI4KB		0.00145	ATP	10	PI	110	2020/12/15	2021/07/22
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-03	PvPI4KB	<	0.0075	ATP	100			2015/11/15	2021/11/08
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-03	PvPI4KB	<	0.0075	ATP	100			2015/11/15	2021/11/08
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.005	ATP	10	PI	110	2018/10/25	2021/11/08
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.0000997	ATP	10	PI	110	2020/11/25	2020/11/25
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.000154	ATP	100	PI	110	2020/11/25	2020/11/25
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.0000972	ATP	10	PI	110	2022/01/31	2022/01/31
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.00082	ATP	10	PI	550	2022/01/31	2022/01/31
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.00131	ATP	500	PI	550	2022/01/31	2022/01/31
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.000487	ATP	10	PI	110	2020/11/15	2020/11/15
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.000132	ATP	10	PI	110	2020/11/15	2020/11/15
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.0018	ATP	10	PI	110	2020/11/12	2020/11/15
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.00208	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.00126	ATP	10	PI	110	2021/12/03	2021/12/07
H3D-002054	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	H3D-002054-01	PvPI4KB		0.00197	ATP	10	PI	110	2021/12/06	2021/12/07
H3D-002127	SFK40	NC(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(cc1)C(=O)N)N	H3D-002127-01	PvPI4KB		0.00658	ATP	10	PI	110	2021/07/05	2021/07/10
H3D-002127	SFK40	NC(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(cc1)C(=O)N)N	H3D-002127-01	PvPI4KB		0.00092	ATP	10	PI	110	2021/07/08	2021/07/10
H3D-002130	SFK40	COc1ccc(cn1)-c1cc(cnc1N)-c1ccc(cc1)C(=O)N1CCN(C)CC1	H3D-002130-01	PvPI4KB		0.00358	ATP	10	PI	110	2021/07/05	2021/07/10
H3D-002130	SFK40	COc1ccc(cn1)-c1cc(cnc1N)-c1ccc(cc1)C(=O)N1CCN(C)CC1	H3D-002130-01	PvPI4KB		0.0018	ATP	10	PI	110	2021/07/08	2021/07/10
H3D-002136	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(cc1)C(F)(F)F)N	H3D-002136-03	PvPI4KB		0.00701	ATP	10	PI	110	2021/07/05	2021/07/10
H3D-002136	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(cc1)C(F)(F)F)N	H3D-002136-03	PvPI4KB		0.0032	ATP	10	PI	110	2021/07/08	2021/07/10
H3D-002181	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002181-02	PvPI4KB	>	1	ATP	10	PI	110	2021/07/05	2021/07/10
H3D-002181	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002181-02	PvPI4KB	>	1	ATP	10	PI	110	2021/07/08	2021/07/10
H3D-002181	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002181-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/08/11	2022/08/16
H3D-002181	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002181-02	PvPI4KB		0.00289	ATP	10	PI	110	2022/08/16	2022/08/17
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-02	PvPI4KB		0.023	ATP	100			2015/10/15	2021/11/08
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-02	PvPI4KB		0.023	ATP	100			2015/10/15	2021/11/08
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.000774	ATP	10	PI	110	2020/11/25	2020/11/25
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00101	ATP	100	PI	110	2020/11/25	2020/11/25
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00078	ATP	10	PI	110	2022/01/31	2022/01/31
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00071	ATP	100	PI	110	2022/01/31	2022/01/31
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00376	ATP	500	PI	550	2022/01/31	2022/01/31
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00135	ATP	10	PI	110	2020/11/12	2020/11/15
H3D-002182	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CCNCC1	H3D-002182-07	PvPI4KB		0.00234	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-002183	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(nc1)C(F)(F)F)N	H3D-002183-08	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/07/28	2022/07/28
H3D-002183	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(nc1)C(F)(F)F)N	H3D-002183-06	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/08/11	2022/08/16
H3D-002183	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(nc1)C(F)(F)F)N	H3D-002183-06	PvPI4KB		0.0134	ATP	10	PI	110	2022/08/16	2022/08/17
H3D-002186	SFK40	NC(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002186-01	PvPI4KB		0.00152	ATP	10	PI	110	2021/12/09	2021/12/10
H3D-002186	SFK40	NC(=O)c1ccc(cc1)-c1cnc(c(n1)-c1ccc(cc1)C(F)(F)F)N	H3D-002186-01	PvPI4KB		0.00181	ATP	10	PI	110	2021/12/10	2021/12/13
H3D-002201	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002201-08	PvPI4KB		0.0008	ATP	10	PI	110	2019/07/03	2021/11/08
H3D-002201	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002201-08	PvPI4KB		0.00107	ATP	10	PI	110	2021/11/30	2021/11/30
H3D-002201	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002201-08	PvPI4KB		0.00117	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-002201	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002201-08	PvPI4KB		0.0157	ATP	10	PI	110	2023/04/06	2023/04/26
H3D-002201	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002201-08	PvPI4KB		0.0239	ATP	10	PI	110	2023/04/06	2023/04/18
H3D-002206	SFK52	CS(=O)(=O)Nc1cccc(c1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002206-01	PvPI4KB		0.00145	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002206	SFK52	CS(=O)(=O)Nc1cccc(c1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002206-01	PvPI4KB		0.00158	ATP	10	PI	110	2021/05/31	2022/02/18
H3D-002206	SFK52	CS(=O)(=O)Nc1cccc(c1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002206-01	PvPI4KB		0.000231	ATP	10	PI	110	2022/04/11	2022/04/20
H3D-002212	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(F)(F)F	H3D-002212-03	PvPI4KB		0.0193	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-002212	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(F)(F)F	H3D-002212-03	PvPI4KB		0.0295	ATP	10	PI	110	2021/11/24	2021/11/25
H3D-002213	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)N	H3D-002213-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002213	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)N	H3D-002213-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002214	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)S(=O)(=O)C	H3D-002214-03	PvPI4KB		0.000452	ATP	10	PI	110	2021/11/30	2021/11/30
H3D-002214	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)S(=O)(=O)C	H3D-002214-03	PvPI4KB		0.000264	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-002286	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-002286-05	PvPI4KB		0.00136	ATP	10	PI	110	2021/12/09	2021/12/10
H3D-002286	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-002286-05	PvPI4KB		0.00491	ATP	10	PI	110	2021/12/10	2021/12/13
H3D-002302	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)N)N	H3D-002302-02	PvPI4KB		0.0002	ATP	10	PI	110	2022/07/29	2022/08/01
H3D-002302	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)N)N	H3D-002302-02	PvPI4KB		0.00488	ATP	10	PI	110	2022/08/11	2022/08/16
H3D-002334	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)-c1nn[nH]n1	H3D-002334-01	PvPI4KB		0.000564	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002334	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)-c1nn[nH]n1	H3D-002334-01	PvPI4KB		0.000754	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002343	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002343-02	PvPI4KB		0.000406	ATP	10	PI	110	2021/12/01	2021/12/07
H3D-002343	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002343-02	PvPI4KB		0.000192	ATP	10	PI	110	2021/12/03	2021/12/07
H3D-002343	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002343-02	PvPI4KB		0.000891	ATP	10	PI	110	2021/12/06	2021/12/07
H3D-002343	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002343-02	PvPI4KB		0.000147	ATP	10	PI	110	2021/12/08	2021/12/09
H3D-002347	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	H3D-002347-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002347	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	H3D-002347-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002347	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	H3D-002347-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/04/20	2023/04/25
H3D-002374	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)S(=O)(=O)C	H3D-002374-01	PvPI4KB		0.00414	ATP	10	PI	110	2021/11/30	2021/11/30
H3D-002374	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)S(=O)(=O)C	H3D-002374-01	PvPI4KB		0.00114	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-002405	SFK52	Cn1ncc2cc(ccc12)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002405-01	PvPI4KB		0.00256	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002405	SFK52	Cn1ncc2cc(ccc12)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	H3D-002405-01	PvPI4KB		0.00318	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002458	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)Nc1cccc(c1)S(=O)(=O)C	H3D-002458-01	PvPI4KB		0.00952	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002458	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)Nc1cccc(c1)S(=O)(=O)C	H3D-002458-01	PvPI4KB		0.0214	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002458	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)Nc1cccc(c1)S(=O)(=O)C	H3D-002458-01	PvPI4KB		0.0804	ATP	10	PI	110	2023/04/06	2023/04/26
H3D-002458	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)Nc1cccc(c1)S(=O)(=O)C	H3D-002458-01	PvPI4KB		0.0919	ATP	10	PI	110	2023/04/06	2023/04/18
H3D-002487	SFK52	CS(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002487-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002487	SFK52	CS(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-002487-01	PvPI4KB		0.000553	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002488	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)O	H3D-002488-01	PvPI4KB		0.000613	ATP	10	PI	110	2021/05/24	2021/05/27
H3D-002488	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)O	H3D-002488-01	PvPI4KB		0.000761	ATP	10	PI	110	2021/05/24	2021/06/04
H3D-002492	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)CCCN	H3D-002492-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-002501	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)CCCN	H3D-002501-01	PvPI4KB		0.0005	ATP	10	PI	110	2020/03/15	2021/11/08
H3D-002501	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)CCCN	H3D-002501-01	PvPI4KB		0.000359	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-002521	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(O)CC1	H3D-002521-01	PvPI4KB		0.0016	ATP	10	PI	110	2019/10/16	2021/11/08
