FORMATTED_ID	Series	SMILES	H3D Batch Number	Enzyme	MOD	IC50	Substrate 1	Substrate 1 Concentration	Substrate 2	Substrate 2 Concentration	RESULT_DATE	COMPLETED_DATE
H3D-009296	Imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)O	H3D-009296-01	PvPI4KB		0.0109	ATP	10	PI	110	2021/04/19	2021/04/19
H3D-009296	Imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)O	H3D-009296-01	PvPI4KB		0.0111	ATP	10	PI	110	2021/04/19	2021/04/19
H3D-009298	Imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)NC1CC1	H3D-009298-01	PvPI4KB		0.0272	ATP	10	PI	110	2021/04/29	2021/04/29
H3D-009298	Imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)NC1CC1	H3D-009298-01	PvPI4KB		0.0304	ATP	10	PI	110	2021/04/29	2021/04/29
H3D-009309	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)C1=CC(=O)N(CCO)C=C1	H3D-009309-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-009309	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)C1=CC(=O)N(CCO)C=C1	H3D-009309-01	PvPI4KB		0.000318	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-009401	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)N1CCC(CC1)C(=O)N	H3D-009401-01	PvPI4KB		0.000564	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-009401	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)N1CCC(CC1)C(=O)N	H3D-009401-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-009408	Compound III	CN1C=C(C=CC1=O)c1ccc2nccc(c2n1)-c1cccc(c1)S(=O)(=O)C	H3D-009408-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-009408	Compound III	CN1C=C(C=CC1=O)c1ccc2nccc(c2n1)-c1cccc(c1)S(=O)(=O)C	H3D-009408-01	PvPI4KB		0.00272	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-009499	PATHBOX	COc1ccc(cn1)-c1cnc2ccc(nn12)NCc1ccc(cc1)S(=O)(=O)N	H3D-009499-02	PvPI4KB		0.00262	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009499	PATHBOX	COc1ccc(cn1)-c1cnc2ccc(nn12)NCc1ccc(cc1)S(=O)(=O)N	H3D-009499-02	PvPI4KB		0.00388	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009579	PATHBOX	NS(=O)(=O)c1cccc(c1)-c1ccc2ncc(nc2c1)N1CCOCC1	H3D-009579-02	PvPI4KB		0.0189	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009579	PATHBOX	NS(=O)(=O)c1cccc(c1)-c1ccc2ncc(nc2c1)N1CCOCC1	H3D-009579-02	PvPI4KB		0.0113	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009605	JN-356	NS(=O)(=O)c1cccc(c1)-c1ccc2ncc(nc2c1)N1CCOCC1	H3D-009605-02	PvPI4KB		0.00533	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009605	JN-356	NS(=O)(=O)c1cccc(c1)-c1ccc2ncc(nc2c1)N1CCOCC1	H3D-009605-03	PvPI4KB		0.00384	ATP	10	PI	110	2021/08/06	2021/10/12
H3D-009605	PATHBOX	CCn1ncc2c(c(c(nc12)C)CNC(=O)c1ccnn1C)NC1CCOCC1	H3D-009605-02	PvPI4KB		0.00522	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009605	PATHBOX	CCn1ncc2c(c(c(nc12)C)CNC(=O)c1ccnn1C)NC1CCOCC1	H3D-009605-03	PvPI4KB		0.00255	ATP	10	PI	110	2021/07/10	2021/08/05
H3D-009605	PATHBOX	CCn1ncc2c(c(c(nc12)C)CNC(=O)c1ccnn1C)NC1CCOCC1	H3D-009605-04	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/08/31	2022/09/04
H3D-009605	PATHBOX	CCn1ncc2c(c(c(nc12)C)CNC(=O)c1ccnn1C)NC1CCOCC1	H3D-009605-04	PvPI4KB		0.000142	ATP	10	PI	110	2022/09/06	2022/09/06
H3D-009605	PATHBOX	CCn1ncc2c(c(c(nc12)C)CNC(=O)c1ccnn1C)NC1CCOCC1	H3D-009605-04	PvPI4KB		0.00176	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-009613	PATHBOX	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	H3D-009613-02	PvPI4KB		0.0103	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009613	PATHBOX	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	H3D-009613-02	PvPI4KB		0.0303	ATP	10	PI	110	2020/12/15	2021/07/22
H3D-009614	JN-468	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	H3D-009614-02	PvPI4KB		0.734	ATP	10	PI	110	2020/12/15	2021/07/22
H3D-009614	JN-468	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	H3D-009614-03	PvPI4KB		0.3	ATP	10	PI	110	2021/08/09	2021/08/18
H3D-009614	PATHBOX	OCc1ccc(cc1)-c1cncc(c1)Nc1cccc(c1)Cl	H3D-009614-02	PvPI4KB		0.844	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009614	PATHBOX	OCc1ccc(cc1)-c1cncc(c1)Nc1cccc(c1)Cl	H3D-009614-03	PvPI4KB		0.591	ATP	10	PI	110	2021/07/10	2021/08/05
H3D-009614	PATHBOX	OCc1ccc(cc1)-c1cncc(c1)Nc1cccc(c1)Cl	H3D-009614-04	PvPI4KB		2.98	ATP	10	PI	110	2022/08/05	2022/08/05
H3D-009614	PATHBOX	OCc1ccc(cc1)-c1cncc(c1)Nc1cccc(c1)Cl	H3D-009614-04	PvPI4KB		2.79	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-009632	PATHBOX	COc1ccc(cc1OC)-c1nn(c2ncnc(c12)N)C(C)C	H3D-009632-02	PvPI4KB		0.00484	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009632	PATHBOX	COc1ccc(cc1OC)-c1nn(c2ncnc(c12)N)C(C)C	H3D-009632-02	PvPI4KB		0.0017	ATP	10	PI	110	2020/12/15	2021/07/22
H3D-009701	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCN(C)CC1)C	H3D-009701-02	PvPI4KB	>	10	ATP	10	PI	110	2022/08/31	2022/09/04
H3D-009701	PATHBOX	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCN(C)CC1)C	H3D-009701-02	PvPI4KB	>	10	ATP	10	PI	110	2022/09/06	2022/09/06
H3D-009701	PATHBOX	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCN(C)CC1)C	H3D-009701-02	PvPI4KB	>	10	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-009762	PATHBOX	CCOc1ccc2cc(ccc2c1)-c1nn(c2ncnc(c12)N)CC1CCN(C)CC1	H3D-009762-02	PvPI4KB		5.1	ATP	10	PI	110	2022/08/31	2022/09/04
H3D-009762	Pyrazolopyrimidine	CCOc1ccc2cc(ccc2c1)-c1nn(c2ncnc(c12)N)CC1CCN(C)CC1	H3D-009762-02	PvPI4KB		4.15	ATP	10	PI	110	2022/09/06	2022/09/06
H3D-009762	Pyrazolopyrimidine	CCOc1ccc2cc(ccc2c1)-c1nn(c2ncnc(c12)N)CC1CCN(C)CC1	H3D-009762-02	PvPI4KB		4.74	ATP	10	PI	110	2022/09/09	2022/09/09
H3D-009794	PATHBOX	CS(=O)(=O)c1cccc(c1)-c1cnc2[nH]cc(c2c1)-c1ccc(cc1)CCC(=O)O	H3D-009794-02	PvPI4KB		0.00323	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-009794	PATHBOX	CS(=O)(=O)c1cccc(c1)-c1cnc2[nH]cc(c2c1)-c1ccc(cc1)CCC(=O)O	H3D-009794-02	PvPI4KB		0.01	ATP	10	PI	110	2020/12/15	2020/12/15
H3D-012131	SFK82	CS(=O)c1ccc(cc1)-c1n[nH]c2ncc(nc12)-c1cccc(c1)S(=O)(=O)C1CC1	H3D-012131-01	PvPI4KB		0.465	ATP	10	PI	110	2022/04/12	2022/04/20
H3D-012450	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)C1=CC(=O)N(CC(F)F)C=C1	H3D-012450-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-012450	Compound III	CS(=O)(=O)c1cccc(c1)-c1ccnc2ccc(nc12)C1=CC(=O)N(CC(F)F)C=C1	H3D-012450-01	PvPI4KB		0.000841	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-012503	Compound III	OCCN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012503-01	PvPI4KB		0.00122	ATP	10	PI	110	2023/03/19	2023/04/25
H3D-012503	Compound III	OCCN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012503-01	PvPI4KB		0.0357	ATP	10	PI	110	2023/04/19	2023/04/19
H3D-012503	Compound III	OCCN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012503-01	PvPI4KB		0.00132	ATP	10	PI	110	2023/05/05	2023/05/05
H3D-012505	Compound III	CC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012505-01	PvPI4KB		0.00177	ATP	10	PI	110	2021/12/08	2021/12/09
H3D-012505	Compound III	CC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012505-01	PvPI4KB		0.00329	ATP	10	PI	110	2021/12/09	2021/12/10
H3D-012505	Compound III	CC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012505-01	PvPI4KB		0.0346	ATP	10	PI	110	2021/12/10	2021/12/13
H3D-012508	Compound III	FC(F)(F)c1cc(ccn1)-c1ccnc2ccc(nc12)C1=CCNCC1	H3D-012508-01	PvPI4KB		0.0114	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012508	Compound III	FC(F)(F)c1cc(ccn1)-c1ccnc2ccc(nc12)C1=CCNCC1	H3D-012508-01	PvPI4KB		0.00121	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012508	Compound III	FC(F)(F)c1cc(ccn1)-c1ccnc2ccc(nc12)C1=CCNCC1	H3D-012508-01	PvPI4KB		0.00454	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-012546	SFK82	COc1ccc(cc1F)-c1n[nH]c2ncc(nc12)-c1ccc(cc1)C(=O)N	H3D-012546-01	PvPI4KB	>	10	ATP	10	PI	110	2022/04/12	2022/04/20
H3D-012546	SFK82	COc1ccc(cc1F)-c1n[nH]c2ncc(nc12)-c1ccc(cc1)C(=O)N	H3D-012546-01	PvPI4KB	>	10	ATP	10	PI	110	2022/05/30	2022/06/05
H3D-012546	SFK82	COc1ccc(cc1F)-c1n[nH]c2ncc(nc12)-c1ccc(cc1)C(=O)N	H3D-012546-01	PvPI4KB		1.56	ATP	10	PI	110	2022/06/02	2022/06/02
H3D-012555	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)N[C@@H]1CCNC1	H3D-012555-01	PvPI4KB		0.127	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012555	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)N[C@@H]1CCNC1	H3D-012555-01	PvPI4KB		0.0679	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012567	KinoHits	CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C	H3D-012567-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/07/13	2022/07/13
H3D-012568	KinoHits	CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C	H3D-012568-02	PvPI4KB		0.00534	ATP	10	PI	110	2022/07/28	2022/07/29
H3D-012568	KinoHits	CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C	H3D-012568-02	PvPI4KB		0.0215	ATP	10	PI	110	2022/08/11	2022/08/16
H3D-012568	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1)N	H3D-012568-02	PvPI4KB	<	0.000508	ATP	10	PI	110	2022/07/05	2022/07/07
H3D-012576	Compound III	F[C@H]1CNC[C@H]1Nc1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-012576-01	PvPI4KB		0.156	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012576	Compound III	F[C@H]1CNC[C@H]1Nc1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-012576-01	PvPI4KB		0.0583	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012592	SFK52	O[C@@H]1CCN(C1)C(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCNCC1	H3D-012592-01	PvPI4KB		0.000963	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-012592	SFK52	O[C@@H]1CCN(C1)C(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCNCC1	H3D-012592-01	PvPI4KB		0.0154	ATP	10	PI	110	2022/02/26	2022/03/04
H3D-012592	SFK52	O[C@@H]1CCN(C1)C(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCNCC1	H3D-012592-01	PvPI4KB		0.000195	ATP	10	PI	110	2022/07/13	2022/07/13
H3D-012593	SFK52	CNCCNC(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-012593-01	PvPI4KB		0.0112	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-012593	SFK52	CNCCNC(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-012593-01	PvPI4KB		0.00459	ATP	10	PI	110	2022/02/23	2022/03/03
H3D-012595	SFK52	NC1CCC(CC1)Nc1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-012595-01	PvPI4KB		0.209	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-012596	SFK52	CN1CCC(CC1)CNc1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC[C@@H](O)C1	H3D-012596-01	PvPI4KB		2.07	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-012606	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)NC1CCNCC1	H3D-012606-01	PvPI4KB		0.0678	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012606	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)NC1CCNCC1	H3D-012606-01	PvPI4KB		0.0381	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012647	Compound III	CC(C)(O)c1cc(ccn1)-c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012647-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-012647	Compound III	CC(C)(O)c1cc(ccn1)-c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012647-01	PvPI4KB		0.00978	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-012659	PTri	Cc1cc(n[nH]1)Nc1nc(c2cccn2n1)Nc1ccc(cc1)Cl	H3D-012659-01	PvPI4KB	>	1	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012659	PTri	Cc1cc(n[nH]1)Nc1nc(c2cccn2n1)Nc1ccc(cc1)Cl	H3D-012659-01	PvPI4KB	>	10	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012696	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)N[C@H]1CCNC1	H3D-012696-01	PvPI4KB		0.212	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012696	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)N[C@H]1CCNC1	H3D-012696-01	PvPI4KB		0.115	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012757	Compound III	CC(C)(O)c1ccc(cn1)-c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012757-01	PvPI4KB		0.00413	ATP	10	PI	110	2021/12/18	2022/01/31
H3D-012757	Compound III	CC(C)(O)c1ccc(cn1)-c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012757-01	PvPI4KB		0.000839	ATP	10	PI	110	2021/12/18	2022/01/28
H3D-012757	Compound III	CC(C)(O)c1ccc(cn1)-c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-012757-01	PvPI4KB		0.0021	ATP	10	PI	110	2021/12/20	2022/01/31
H3D-012897	PTri	Cc1cc(c2ccccc2n1)Nc1nc(c2cccn2n1)NCCN1CCCC1	H3D-012897-01	PvPI4KB	>	1	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-012897	PTri	Cc1cc(c2ccccc2n1)Nc1nc(c2cccn2n1)NCCN1CCCC1	H3D-012897-01	PvPI4KB	>	10	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-013199	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@H](O)CC2)C1=O)N)C	H3D-013199-02	PvPI4KB		0.0151	ATP	10	PI	110	2023/04/06	2023/04/26
H3D-013199	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@H](O)CC2)C1=O)N)C	H3D-013199-02	PvPI4KB		0.0063	ATP	10	PI	110	2023/04/06	2023/04/18
H3D-013199	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@H](O)CC2)C1=O)N)C	H3D-013199-02	PvPI4KB		0.00413	ATP	10	PI	110	2023/05/05	2023/05/05
H3D-013211	KCGS	CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C	H3D-013211-03	PvPI4KB		0.0445	ATP	10	PI	110	2023/08/25	2023/08/31
H3D-013211	VE-821/2	CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C	H3D-013211-03	PvPI4KB		0.0138	ATP	10	PI	110	2023/08/29	2023/08/29
H3D-013340	KCGS	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	H3D-013340-02	PvPI4KB	>	10	ATP	10	PI	110	2023/07/31	2023/07/31
H3D-013340	KCGS	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	H3D-013340-02	PvPI4KB	>	10	ATP	10	PI	110	2023/08/01	2023/08/01
H3D-013347	KCGS	Nc1ncnc2occ(c12)-c1ccc(cc1)NC(=O)Nc1cc(ccc1F)C(F)(F)F	H3D-013347-02	PvPI4KB	>	10	ATP	10	PI	110	2022/05/18	2022/05/18
H3D-013347	KCGS	Nc1ncnc2occ(c12)-c1ccc(cc1)NC(=O)Nc1cc(ccc1F)C(F)(F)F	H3D-013347-02	PvPI4KB	>	10	ATP	10	PI	110	2022/06/07	2022/06/07
H3D-013353	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@@H](CC2)OCCO)C1=O)N)C	H3D-013353-02	PvPI4KB		0.154	ATP	10	PI	110	2023/04/20	2023/04/25
H3D-013353	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@@H](CC2)OCCO)C1=O)N)C	H3D-013353-02	PvPI4KB		0.198	ATP	10	PI	110	2023/04/27	2023/04/27
H3D-013363	Compound III	CC(C)(O)c1ccc(cn1)-c1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-013363-01	PvPI4KB		0.0385	ATP	10	PI	110	2023/04/06	2023/04/06
H3D-013363	Compound III	CC(C)(O)c1ccc(cn1)-c1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-013363-01	PvPI4KB		0.01	ATP	10	PI	110	2023/04/19	2023/04/19
H3D-013884	SFK78	Clc1ccc(cc1)-c1cnc2[nH]cc(c2c1)CC(=O)NCc1ccncc1	H3D-013884-01	PvPI4KB		0.00112	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-013884	SFK78	Clc1ccc(cc1)-c1cnc2[nH]cc(c2c1)CC(=O)NCc1ccncc1	H3D-013884-01	PvPI4KB		0.00154	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/12/18	2022/01/31
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/12/18	2022/01/28
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB		0.000237	ATP	10	PI	110	2021/12/20	2022/01/31
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB		0.00517	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-013936	Compound III	CN1C=CC(=CC1=O)c1ccc2nccc(c2n1)-c1ccc(nc1)C(C)(C)O	H3D-013936-01	PvPI4KB		0.000788	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-013938	Compound III	OCC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-013938-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2023/02/02	2023/02/02
H3D-013938	Compound III	OCC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-013938-01	PvPI4KB		0.000236	ATP	10	PI	110	2023/02/13	2023/02/13
H3D-013954	Compound III	O[C@H]1CNC[C@H]1Nc1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-013954-01	PvPI4KB		0.163	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-013954	Compound III	O[C@H]1CNC[C@H]1Nc1ccnc2ccc(nc12)-c1ccc(nc1)C(F)(F)F	H3D-013954-01	PvPI4KB		0.0903	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-014125	Compound III	NC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-014125-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/12/18	2022/01/31
H3D-014125	Compound III	NC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-014125-01	PvPI4KB	<	0.000508	ATP	10	PI	110	2021/12/18	2022/01/28
H3D-014125	Compound III	NC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-014125-01	PvPI4KB		0.0051	ATP	10	PI	110	2021/12/20	2022/01/31
H3D-014125	Compound III	NC(=O)N1CCC(=CC1)c1ccc2nccc(c2n1)-c1ccnc(c1)C(F)(F)F	H3D-014125-01	PvPI4KB		0.00319	ATP	10	PI	110	2022/01/13	2022/01/17
H3D-014271	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)OC1CCNCC1	H3D-014271-01	PvPI4KB		0.144	ATP	10	PI	110	2023/02/22	2023/04/04
H3D-014271	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)OC1CCNCC1	H3D-014271-01	PvPI4KB		0.00176	ATP	10	PI	110	2023/02/10	2023/04/04
H3D-014271	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)OC1CCNCC1	H3D-014271-01	PvPI4KB		0.446	ATP	10	PI	110	2023/03/19	2023/04/25
H3D-014271	Compound III	FC(F)(F)c1ccc(cn1)-c1ccc2nccc(c2n1)OC1CCNCC1	H3D-014271-01	PvPI4KB		0.205	ATP	10	PI	110	2023/04/03	2023/04/04
H3D-014808	Compound III	CC(C)(O)c1ccc(cn1)-c1ccc2nccc(c2n1)N[C@@H]1CCNC1	H3D-014808-01	PvPI4KB		0.258	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-014808	Compound III	CC(C)(O)c1ccc(cn1)-c1ccc2nccc(c2n1)N[C@@H]1CCNC1	H3D-014808-01	PvPI4KB		0.169	ATP	10	PI	110	2021/05/29	2021/06/22
H3D-014896	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	H3D-014896-01	PvPI4KB		0.00246	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-014896	SFK53	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	H3D-014896-01	PvPI4KB		0.00155	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-014896	SFK54	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	H3D-014896-01	PvPI4KB		0.000224	ATP	10	PI	110	2022/02/22	2022/02/22
H3D-014897	SFK55	CNC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(N)CC1	H3D-014897-01	PvPI4KB		0.000935	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-014897	SFK56	CNC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(N)CC1	H3D-014897-01	PvPI4KB		0.0012	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-014898	SFK57	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC[C@H](O)C1	H3D-014898-01	PvPI4KB		0.0058	ATP	10	PI	110	2021/05/02	2021/05/02
H3D-014898	SFK58	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC[C@H](O)C1	H3D-014898-01	PvPI4KB		0.00486	ATP	10	PI	110	2021/05/02	2021/05/02
