identifier,input-smiles,inchikey,smiles,true-value,pred-value,kerastuner_estimators-eos7w6n,kerastuner_estimators-eos2gw4,kerastuner_estimators-eos4u6p,kerastuner_estimators-eos78ao,kerastuner_estimators-eos39co,kerastuner_estimators-eos5axz,flaml_estimators-eos7w6n,flaml_estimators-eos2gw4,flaml_estimators-eos4u6p,flaml_estimators-eos78ao,flaml_estimators-eos39co,flaml_estimators-eos5axz,umap-0,umap-1,pca-0,pca-1
entry-0000617,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NN=CC=C5)=NC=C4,DMISXOXBJIPEBE-UHFFFAOYSA-N,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3cccnn3)n2)cc1,1.0,0.6448078791090258,0.5901378989219666,0.6250835061073303,0.3046536147594452,0.3233603835105896,0.7701696157455444,0.9938532710075378,0.4519716721551386,0.6261720183409665,0.3952827606230572,0.7549201571136704,1.0,0.4043624035622813,3.23717999458313,13.220060348510742,0.5022261142730713,-0.4935665130615234
entry-0000618,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NC=NC=C5)=NC=C4,XQLHPFMGKSLXAG-UHFFFAOYSA-N,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3ccncn3)n2)cc1,0.0,0.388642036723732,0.6897880434989929,0.1427989900112152,0.3340187966823578,0.2573053240776062,0.6444632411003113,0.0026441570371389,0.4438060433995393,0.2027096585188152,0.3671313462647463,0.6765631229529946,0.0,0.2682724319236122,0.4452452063560486,15.140589714050291,-0.0621467493474483,0.7299596071243286
entry-0000619,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)O3)=C3C4=NC(NC5=CC=NC=N5)=NC=C4,JPQSRIJOLBUUTP-UHFFFAOYSA-N,Fc1ccc(-c2nc(C3CCNCC3)oc2-c2ccnc(Nc3ccncn3)n2)cc1,0.0,0.2034481533827855,0.1308469474315643,0.4714938998222351,0.2493148744106292,0.1018002107739448,0.3816621005535126,1.870267078629695e-05,0.1554179679787704,0.178213056600696,0.22763224029549,0.1415179683862302,0.0,0.19736469302385,2.141347169876098,9.455548286437988,-0.5153007507324219,-0.2193653881549835
entry-0000620,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(C)=NC=C5)=NC=C4,ZDESNDWWUUVJLG-UHFFFAOYSA-N,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1,1.0,0.6563568103499838,0.5829353928565979,0.6071948409080505,0.277484267950058,0.6242505311965942,0.8180722594261169,0.994044303894043,0.4519716721551386,0.5298624600348855,0.372804542010818,0.8146913027207294,1.0,0.4666194500013544,2.7647154331207275,13.095328330993652,0.4684595763683319,-0.6006250977516174
entry-0000621,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(C)=NC(C)=C5)=NC=C4,GPDUVAKRPQOLEA-UHFFFAOYSA-N,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)cc(C)n1,1.0,0.6686716911757924,0.6205798983573914,0.6619979739189148,0.2713832259178161,0.9163451194763184,0.783844530582428,0.9981195330619812,0.5114603643871937,0.5063216344076183,0.3952827606230572,0.8572121517431263,1.0,0.4666194500013544,2.7050998210906982,12.985576629638672,0.5323469638824463,-0.578870952129364
entry-0000622,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC=C(F)C(C)=N5)=NC=C4,ZWDIDKUSTKOXBW-UHFFFAOYSA-N,Cc1nc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccc1F,0.0,0.5458986974592497,0.6488887071609497,0.6314364671707153,0.351019024848938,0.5603800415992737,0.6496741771697998,0.8424268364906311,0.5114603643871937,0.4679418175032112,0.4170239823642789,0.5925894940587704,0.0,0.4043624035622813,2.7949671745300293,13.192418098449709,0.5497554540634155,-0.5698886513710022
entry-0000623,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(CC)=C(F)C(C)=N5)=NC=C4,ZTVWDJDCLINLGY-UHFFFAOYSA-N,CCc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)nc(C)c1F,1.0,0.6889906656178577,0.7210782170295715,0.6281514167785645,0.3514868319034576,0.9193756580352784,0.8651455044746399,0.9976900815963744,0.5114603643871937,0.5867232186267105,0.4170239823642789,0.8359070251207205,1.0,0.4602639031151193,2.62720799446106,12.82938003540039,0.7327882051467896,-0.6055578589439392
entry-0000624,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(C6CC6)=C(F)C(C)=N5)=NC=C4,ORAOYXXUBZCBJN-UHFFFAOYSA-N,Cc1nc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)cc(C2CC2)c1F,1.0,0.6848475143788842,0.6823198199272156,0.7080211639404297,0.3809165060520172,0.8127440810203552,0.4708840548992157,0.958959937095642,0.4519716721551386,0.6670013803888158,0.4170239823642789,0.8269076378318596,1.0,0.4043624035622813,2.6173958778381348,12.774311065673828,0.8401897549629211,-0.6943697333335876
entry-0000625,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(C6CCC6)=C(F)C(C)=N5)=NC=C4,DZWBGHDPAGPNMW-UHFFFAOYSA-N,Cc1nc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)cc(C2CCC2)c1F,0.0,0.3889469527413891,0.3588861227035522,0.4338237643241882,0.3406800925731659,0.6447635293006897,0.4546480178833008,0.02352543361485,0.3843173511674843,0.1284785614414471,0.3302104127920887,0.5836175945418164,0.0,0.2682724319236122,0.5742203593254089,15.080086708068848,0.4903794825077057,0.3820171654224396
entry-0000626,FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NCCN5CCOCC5)=NC=C4,SSNJBXCIIZNPNS-UHFFFAOYSA-N,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCCN3CCOCC3)n2)cc1,0.0,0.1878435860927608,0.2834499180316925,0.0615181289613246,0.0866008326411247,0.4147762060165405,0.1079457700252533,0.0008872264879755,0.1245560219957739,0.1161581876736503,0.12676020429755,0.224521675589787,0.0,0.1582853172918636,-1.095882773399353,8.17357349395752,-1.7525620460510254,-0.0159512124955654
